35
26
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;108;112;112;112;112;112;112;112;112;112;112;112;112;112;112;107;000;108;112;112;112;112;112;112;112;112;112;112;112;112;112;107;000;
000;120;108;112;112;112;112;112;112;112;112;112;112;112;112;107;120;000;120;108;112;112;112;112;112;112;112;112;112;112;112;107;120;000;
000;120;120;183;183;183;183;183;183;183;183;183;183;183;183;120;109;112;106;120;183;183;183;183;183;183;183;183;183;183;183;120;120;000;
000;120;120;183;108;112;107;183;108;112;112;112;112;107;183;109;112;112;112;106;183;108;112;112;112;112;112;112;112;107;183;120;120;000;
000;120;120;183;120;000;120;183;120;000;000;000;000;120;183;183;183;183;183;183;183;120;000;000;000;000;000;000;000;120;183;120;120;000;
000;120;120;183;109;112;106;183;120;000;000;000;000;120;183;108;112;112;112;107;183;120;000;000;000;108;112;112;112;106;183;120;120;000;
000;120;120;183;183;183;183;183;120;000;000;000;000;120;183;120;000;000;000;120;183;109;112;112;112;106;183;183;183;183;183;120;120;000;
000;120;109;107;183;108;107;183;109;112;112;112;112;106;183;109;112;112;112;106;183;183;183;183;183;183;183;108;107;183;108;106;120;000;
000;120;000;120;183;120;120;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;108;112;112;107;183;120;120;183;120;000;120;000;
000;109;112;106;183;109;106;183;108;112;107;183;108;112;107;000;000;000;108;112;107;183;120;000;000;120;183;109;106;183;109;112;106;000;
000;000;000;000;183;183;183;183;120;000;120;183;120;000;120;097;097;097;120;000;120;183;109;112;112;106;183;183;183;183;000;000;000;000;
000;108;112;107;183;108;107;183;109;112;106;183;120;000;000;000;000;000;000;000;120;183;183;183;183;183;183;108;107;183;108;112;107;000;
000;120;000;120;183;120;120;183;183;183;183;183;120;000;000;000;000;000;000;000;120;183;108;112;107;183;108;106;120;183;120;000;120;000;
000;120;108;106;183;109;106;183;108;112;107;183;109;112;112;112;112;112;112;112;106;183;109;112;106;183;109;112;106;183;109;107;120;000;
000;120;120;183;183;183;183;183;120;000;120;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;120;120;000;
000;120;120;183;108;112;112;112;106;000;120;183;108;112;112;112;107;183;108;112;112;107;183;108;112;112;107;183;108;107;183;120;120;000;
000;120;120;183;120;000;000;000;000;000;120;183;120;000;000;000;120;183;120;000;000;120;183;109;112;112;106;183;109;106;183;120;120;000;
000;120;120;183;109;112;112;112;112;112;106;183;109;112;112;107;120;183;120;108;112;106;183;183;183;183;183;183;183;183;183;120;120;000;
000;120;120;183;183;183;183;183;183;183;183;183;183;183;183;120;120;183;120;120;183;183;183;108;107;183;108;112;112;107;183;120;120;000;
000;120;120;183;108;107;183;108;112;112;112;112;112;107;183;109;106;183;109;106;183;108;112;106;120;183;120;000;000;120;183;120;120;000;
000;120;120;183;109;106;183;109;112;112;112;112;112;106;183;183;183;044;183;183;183;109;112;112;106;183;109;112;112;106;183;120;120;000;
000;120;120;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;120;120;000;
000;120;109;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;106;120;000;
000;109;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;106;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
